cwsac_id,belligerent,casualties_kwm_mean,casualties_k_mean,casualties_w_mean,casualties_m_mean,casualties_kwm_var,casualties_k_var,casualties_w_var,casualties_m_var,casualties_kw_mean,casualties_kw_var,strength_mean,strength_var,casualties_km_mean,casualties_wm_mean,casualties_km_var,casualties_wm_var
ND004,US,70,,,,8.333333333333334,,,,,,600,833.3333333333334,,,,
ND005,Native American,31,,,,0.08333333333333333,,,,,,,,,,,
ND005,US,15,,,,0.08333333333333333,,,,,,2200,833.3333333333334,,,,
NM001,Confederate,187,,,,0.08333333333333333,,,,,,3e3,83333.33333333333,,,,
NM001,US,263,,,,0.08333333333333333,,,,,,2500,833.3333333333334,,,,
NM002,Confederate,227,,,,0.08333333333333333,,,,,,,,,,,
NM002,US,132,,,,0.08333333333333333,,,,,,,,,,,
OH001,Confederate,900,,,,833.3333333333334,,,,,,1700,833.3333333333334,,,,
OH001,US,25,,,,0.08333333333333333,,,,,,3e3,83333.33333333333,,,,
OH002,Confederate,364,,,,0.08333333333333333,,,,,,400,833.3333333333334,,,,
OH002,US,0,0,0,0,0.08333333333333333,,,,0,0.08333333333333333,2600,833.3333333333334,0,0,0.08333333333333333,
OK001,Confederate,10,,,,8.333333333333334,,,,,,1400,833.3333333333334,,,,
OK001,Native American,,,,,,,,,,,,,,,,
OK002,Confederate,52,,,,0.08333333333333333,,,,,,1300,833.3333333333334,,,,
OK002,Native American,412,,,,0.08333333333333333,,,,,,,,,,,
OK003,Confederate,40,,,,8.333333333333334,,,,,,,,,,,
OK003,Native American,211,,,,0.08333333333333333,,,,,,,,,,,
OK004,Confederate,150,,,,8.333333333333334,,,,,,,,,,,
OK004,US,14,,,,0.08333333333333333,,,,,,,,,,,
OK005,Confederate,47,,,,0.08333333333333333,,,,,,,,,,,
OK005,US,,,,,,,,,,,,,,,,
OK006,Confederate,59,,,,0.08333333333333333,,,,,,1500,833.3333333333334,,,,
OK006,US,21,,,,0.08333333333333333,,,,,,,,,,,
OK007,Confederate,134,,,,0.08333333333333333,,,,,,,,,,,
OK007,US,77,,,,0.08333333333333333,,,,,,3e3,83333.33333333333,,,,
PA001,Confederate,74,,,,0.08333333333333333,,,,,,,,,,,
PA001,US,154,,,,0.08333333333333333,,,,,,,,,,,
PA002,Confederate,28e3,,,,83333.33333333333,,,,,,75054,0.08333333333333333,,,,
