battle,belligerent,fullname,rank,navy,last_name,first_name,middle_name,suffix
VA065,US,David B. Birney,Major General,False,Birney,David,B.,
VA065,US,Horatio Wright,Major General,False,Wright,Horatio,,
VA066,Confederate,Wade Hampton,Major General,False,Hampton,Wade,,
VA066,US,Philip Sheridan,Major General,False,Sheridan,Philip,,
VA067,Confederate,Wade Hampton,Major General,False,Hampton,Wade,,
VA067,US,James Wilson,Brigadier General,False,Wilson,James,,
VA067,US,August Kautz,Brigadier General,False,Kautz,August,,
VA068,Confederate,William Mahone,Major General,False,Mahone,William,,
VA068,Confederate,Fitzhugh Lee,Major General,False,Lee,Fitzhugh,,
VA068,US,James Wilson,Major General,False,Wilson,James,,
VA068,US,August Kautz,Brigadier General,False,Kautz,August,,
VA069,Confederate,Charles Field,Major General,False,Field,Charles,,
VA069,US,Winfield Scott Hancock,Major General,False,Hancock,Winfield,Scott,
VA070,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA070,US,Ambrose E. Burnside,Major General,False,Burnside,Ambrose,E.,
VA071,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA071,Confederate,Charles Field,Major General,False,Field,Charles,,
VA071,US,Winfield Scott Hancock,Major General,False,Hancock,Winfield,Scott,
VA072,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA072,Confederate,A.P. Hill,Lieutenant General,False,Hill,A.P.,,
VA072,Confederate,Henry Heth,Major General,False,Heth,Henry,,
VA072,Confederate,William Mahone,Major General,False,Mahone,William,,
VA072,US,G.K. Warren,Major General,False,Warren,G.K.,,
VA073,Confederate,Henry Heth,Major General,False,Heth,Henry,,
VA073,US,Winfield Scott Hancock,Major General,False,Hancock,Winfield,Scott,
VA074,Confederate,A.P. Hill,Lieutenant General,False,Hill,A.P.,,
VA074,Confederate,Wade Hampton,Major General,False,Hampton,Wade,,
VA074,US,George G. Meade,Major General,False,Meade,George,G.,
VA074,US,John G. Parke,Major General,False,Parke,John,G.,
VA074,US,G.K. Warren,Major General,False,Warren,G.K.,,
VA075,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA075,Confederate,Richard S. Ewell,Lieutenant General,False,Ewell,Richard,S.,
VA075,US,Benjamin Butler,Major General,False,Butler,Benjamin,,
VA076,Confederate,Alfred E. Jackson,Brigadier General,False,Jackson,Alfred,E.,
VA076,US,Stephen Burbridge,Brigadier General,False,Burbridge,Stephen,,
VA077,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA077,US,A. Kautz,Brigadier General,False,Kautz,A.,,
VA077,US,David Birney,Major General,False,Birney,David,,
VA078,Confederate,Richard Anderson,Lieutenant General,False,Anderson,Richard,,
VA078,US,Alfred Terry,Major General,False,Terry,Alfred,,
VA079,Confederate,Henry Heth,Major General,False,Heth,Henry,,
VA079,US,Winfield Scott Hancock,Major General,False,Hancock,Winfield,Scott,
VA080,Confederate,James Longstreet,Lieutenant General,False,Longstreet,James,,
VA080,US,Benjamin Butler,Major General,False,Butler,Benjamin,,
VA081,Confederate,John C. Breckinridge,Major General,False,Breckinridge,John,C.,
VA081,US,George Stoneman,Major General,False,Stoneman,George,,
VA082,Confederate,John C. Breckinridge,Major General,False,Breckinridge,John,C.,
VA082,US,George Stoneman,Major General,False,Stoneman,George,,
VA083,Confederate,John B. Gordon,Major General,False,Gordon,John,B.,
VA083,US,A.A. Humphreys,Major General,False,Humphreys,A.A.,,
VA083,US,G.K. Warren,Major General,False,Warren,G.K.,,
VA084,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA084,Confederate,John B. Gordon,Major General,False,Gordon,John,B.,
VA084,US,John G. Parke,Major General,False,Parke,John,G.,
VA085,Confederate,Bushrod R. Johnson,Major General,False,Johnson,Bushrod,R.,
VA085,US,G.K. Warren,Major General,False,Warren,G.K.,,
VA086,Confederate,George Pickett,Major General,False,Pickett,George,,
VA086,Confederate,Fitzhugh Lee,Major General,False,Lee,Fitzhugh,,
VA086,US,Philip Sheridan,Major General,False,Sheridan,Philip,,
VA087,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA087,Confederate,Richard H. Anderson,Lieutenant General,False,Anderson,Richard,H.,
VA087,US,G.K. Warren,Major General,False,Warren,G.K.,,
VA088,Confederate,George Pickett,Major General,False,Pickett,George,,
VA088,US,Philip Sheridan,Major General,False,Sheridan,Philip,,
VA089,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA089,US,Ulysses S. Grant,Lieutenant General,False,Grant,Ulysses,S.,
VA090,Confederate,Henry Heth,Major General,False,Heth,Henry,,
VA090,Confederate,Cadmus Wilcox,Major General,False,Wilcox,Cadmus,,
VA090,US,Nelson A. Miles,Major General,False,Miles,Nelson,A.,
VA091,Confederate,Rosser,Major General,False,,Rosser,,
VA091,Confederate,Fitzhugh Lee,Major General,False,Lee,Fitzhugh,,
VA091,US,George Crook,Major General,False,Crook,George,,
VA092,Confederate,James Longstreet,Lieutenant General,False,Longstreet,James,,
VA092,US,John Gibbon,Major General,False,Gibbon,John,,
VA093,Confederate,Richard Ewell,Lieutenant General,False,Ewell,Richard,,
VA093,Confederate,John B. Gordon,Major General,False,Gordon,John,B.,
VA093,US,Philip Sheridan,Major General,False,Sheridan,Philip,,
VA094,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA094,US,A.A. Humphreys,Major General,False,Humphreys,A.A.,,
VA095,Confederate,Thomas Rosser,Major General,False,Rosser,Thomas,,
VA095,Confederate,William Mahone,Major General,False,Mahone,William,,
VA095,US,T. Read,Colonel,False,Read,T.,,
VA095,US,A.A. Humphreys,Major General,False,Humphreys,A.A.,,
VA096,Confederate,Lindsay Walker,Brigadier General,False,Walker,Lindsay,,
VA096,US,George A. Custer,Major General,False,Custer,George,A.,
VA097,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA097,US,Ulysses S. Grant,Lieutenant General,False,Grant,Ulysses,S.,
VA098,Confederate,P.G.T. Beauregard,General,False,Beauregard,P.G.T.,,
VA098,US,Quincy Gillmore,Major General,False,Gillmore,Quincy,,
VA099,Confederate,Wade Hampton,Major General,False,Hampton,Wade,,
VA099,US,Philip Sheridan,Major General,False,Sheridan,Philip,,
VA100,Confederate,S.G. French,Brigadier General,False,French,S.G.,,
VA100,US,R.H. Wyman,Lieutenant,False,Wyman,R.H.,,
VA101,Confederate,Thomas J. Jackson,Major General,False,Jackson,Thomas,J.,
VA101,US,Nathan Kimball,Colonel,False,Kimball,Nathan,,
VA102,Confederate,Thomas J. Jackson,Major General,False,Jackson,Thomas,J.,
VA102,US,Robert Milroy,Brigadier General,False,Milroy,Robert,,
VA102,US,Robert Schenck,Brigadier General,False,Schenck,Robert,,
VA103,Confederate,Thomas J. Jackson,Major General,False,Jackson,Thomas,J.,
VA103,US,John R. Kenly,Colonel,False,Kenly,John,R.,
VA104,Confederate,T.J. Jackson,Major General,False,Jackson,T.J.,,
VA104,US,Nathaniel P. Banks,Major General,False,Banks,Nathaniel,P.,
VA105,Confederate,Richard S. Ewell,Major General,False,Ewell,Richard,S.,
VA105,US,John C. Frémont,Major General,False,Frémont,John,C.,
VA106,Confederate,Thomas J. Jackson,Major General,False,Jackson,Thomas,J.,
VA106,US,Erastus Tyler,Brigadier General,False,Tyler,Erastus,,
VA107,Confederate,Richard S. Ewell,Lieutenant General,False,Ewell,Richard,S.,
VA107,US,Robert Milroy,Brigadier General,False,Milroy,Robert,,
VA108,Confederate,Richard Anderson,Major General,False,Anderson,Richard,,
VA108,US,William H. French,Major General,False,French,William,H.,
VA109,US,William W. Averell,Brigadier General,False,Averell,William,W.,
VA110,Confederate,John C. Breckinridge,Major General,False,Breckinridge,John,C.,
VA110,US,Franz Sigel,Major General,False,Sigel,Franz,,
VA111,Confederate,William E. Jones,Brigadier General,False,Jones,William,E.,
VA111,US,David Hunter,Major General,False,Hunter,David,,
VA113,US,James Wilson,Brigadier General,False,Wilson,James,,
VA113,US,August Kautz,Brigadier General,False,Kautz,August,,
VA114,Confederate,Jubal A. Early,Lieutenant General,False,Early,Jubal,A.,
VA114,US,Horatio Wright,Major General,False,Wright,Horatio,,
VA115,Confederate,S.D. Ramseur,Major General,False,Ramseur,S.D.,,
VA115,US,William W. Averell,Brigadier General,False,Averell,William,W.,
VA116,Confederate,Jubal Early,Lieutenant General,False,Early,Jubal,,
VA116,US,George Crook,Brigadier General,False,Crook,George,,
VA117,Confederate,Richard Anderson,Lieutenant General,False,Anderson,Richard,,
VA117,US,Wesley Merritt,Brigadier General,False,Merritt,Wesley,,
VA118,Confederate,Jubal Early,Lieutenant General,False,Early,Jubal,,
VA118,US,Philip Sheridan,Major General,False,Sheridan,Philip,,
VA119,Confederate,Jubal A. Early,Lieutenant General,False,Early,Jubal,A.,
VA119,US,Philip Sheridan,Major General,False,Sheridan,Philip,,
VA120,Confederate,Jubal A. Early,Lieutenant General,False,Early,Jubal,A.,
VA120,US,Philip Sheridan,Major General,False,Sheridan,Philip,,
VA121,Confederate,Thomas Rosser,Major General,False,Rosser,Thomas,,
VA121,US,Alfred Torbert,Brigadier General,False,Torbert,Alfred,,
VA122,Confederate,Jubal Early,Lieutenant General,False,Early,Jubal,,
VA122,US,Horatio Wright,Major General,False,Wright,Horatio,,
VA122,US,Philip Sheridan,Major General,False,Sheridan,Philip,,
VA123,Confederate,Jubal Early,Lieutenant General,False,Early,Jubal,,
VA123,US,Philip Sheridan,Major General,False,Sheridan,Philip,,
VA124,Confederate,Fitzhugh Lee,Major General,False,Lee,Fitzhugh,,
VA124,US,George A. Custer,Major General,False,Custer,George,A.,
VA125,Confederate,H. Judson Kilpatrick,Brigadier General,False,Kilpatrick,H.,Judson,
VA125,Confederate,Ulric Dahlgren,Colonel,False,Dahlgren,Ulric,,
VA125,US,Wade Hampton,Major General,False,Hampton,Wade,,
WV001,Confederate,George A. Porterfield,Colonel,False,Porterfield,George,A.,
WV001,US,Thomas A. Morris,Brigadier General,False,Morris,Thomas,A.,
WV002,Confederate,Thomas J. Jackson,Colonel,False,Jackson,Thomas,J.,
WV002,US,George H. Thomas,Colonel,False,Thomas,George,H.,
WV002,US,John J. Abercrombie,Colonel,False,Abercrombie,John,J.,
WV003,Confederate,John Pegram,Lieutenant Colonel,False,Pegram,John,,
WV003,US,George B. McClellan,Major General,False,McClellan,George,B.,
WV003,US,William S. Rosecrans,Brigadier General,False,Rosecrans,William,S.,
WV004,Confederate,John Floyd,Brigadier General,False,Floyd,John,,
WV004,US,Erastus Tyler,Colonel,False,Tyler,Erastus,,
WV005,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
WV005,US,Joseph J. Reynolds,Brigadier General,False,Reynolds,Joseph,J.,
WV006,Confederate,John Floyd,Brigadier General,False,Floyd,John,,
WV006,US,William S. Rosecrans,Brigadier General,False,Rosecrans,William,S.,
WV007,Confederate,Henry R. Jackson,Brigadier General,False,Jackson,Henry,R.,
WV007,US,Joseph J. Reynolds,Brigadier General,False,Reynolds,Joseph,J.,
WV008,Confederate,Edward Johnson,Colonel,False,Johnson,Edward,,
WV008,US,Robert Milroy,Brigadier General,False,Milroy,Robert,,
WV009,Confederate,Humphrey Marshall,Brigadier General,False,Marshall,Humphrey,,
WV009,US,Jacob D. Cox,Brigadier General,False,Cox,Jacob,D.,
WV010,Confederate,Thomas J. Jackson,Major General,False,Jackson,Thomas,J.,
WV010,US,Dixon S. Miles,Colonel,False,Miles,Dixon,S.,
WV012,Confederate,John Echols,Brigadier General,False,Echols,John,,
WV012,US,William W. Averell,Brigadier General,False,Averell,William,W.,
WV013,Confederate,Bradley T. Johnson,Brigadier General,False,Johnson,Bradley,T.,
WV013,US,William W. Averell,Brigadier General,False,Averell,William,W.,
WV014,Confederate,Jubal Early,Lieutenant General,False,Early,Jubal,,
WV014,US,Philip Sheridan,Major General,False,Sheridan,Philip,,
WV015,Confederate,Jubal Early,Lieutenant General,False,Early,Jubal,,
WV015,US,Wesley Merritt,Brevet Major General,False,Merritt,Wesley,,
WV016,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
WV016,Confederate,William Pendleton,Brigadier General,False,Pendleton,William,,
WV016,Confederate,A.P. Hill,Major General,False,Hill,A.P.,,
WV016,US,George B. McClellan,Major General,False,McClellan,George,B.,
WV016,US,Fitz John Porter,Major General,False,Porter,Fitz,John,
