"cwsac_id","belligerent","str_mean","cas_kwm_mean","str_var","cas_k_mean","cas_w_mean","cas_m_mean","cas_kw_mean","cas_km_mean","cas_wm_mean","str_mean_cwsac","str_var_cwsac","description","cas_k_var","cas_w_var","cas_m_var","cas_kw_var","cas_km_var","cas_wm_var","cas_kwm_var"
"MS007","Confederate",NA,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gregg’s Task Force",NA,NA,NA,NA,NA,NA,0.0833333
"MS007","US",NA,442,NA,NA,NA,NA,NA,NA,NA,18461.6,4.11136e+07,"XVII Army Corps, Army of the Tennessee",NA,NA,NA,NA,NA,NA,0.0833333
"MS008","Confederate",NA,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jackson Garrison",NA,NA,NA,NA,NA,NA,5.58333
"MS008","US",NA,286,NA,NA,NA,NA,NA,NA,NA,36923.2,8.22271e+07,"XV and XVII Army Corps, Army of the Tennessee",NA,NA,NA,NA,NA,NA,0.0833333
"MS009","Confederate",NA,3840,NA,NA,NA,NA,NA,NA,NA,79159.5,7.77632e+08,"Army of Vicksburg",NA,NA,NA,NA,NA,NA,5.58333
"MS009","US",NA,2441,NA,NA,NA,NA,NA,NA,NA,54876.1,3.94571e+08,"Army of the Tennessee",NA,NA,NA,NA,NA,NA,0.0833333
"MS010","Confederate",NA,1751,NA,NA,NA,NA,NA,NA,NA,8145.19,7.68659e+06,"Bowen’s Division and Vaughn’s East Tennessee Brigade",NA,NA,NA,NA,NA,NA,0.0833333
"MS010","US",NA,276,NA,NA,NA,NA,NA,NA,NA,18461.6,4.11136e+07,"XIII Army Corps, Army of the Tennessee",NA,NA,NA,NA,NA,NA,0.0833333
"MS011","Confederate",NA,32697,NA,NA,NA,NA,NA,NA,NA,79159.5,7.77632e+08,"Army of Vicksburg",NA,NA,NA,NA,NA,NA,0.0833333
"MS011","US",NA,4835,NA,NA,NA,NA,NA,NA,NA,54876.1,3.94571e+08,"Army of the Tennessee, Mississippi River Squadron",NA,NA,NA,NA,NA,NA,0.0833333
"MS012","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Department of Alabama, Mississippi, and East Louisiana",NA,NA,NA,NA,NA,NA,NA
"MS012","US",NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Department of the Tennessee",NA,NA,NA,NA,NA,NA,5.58333
"MS013","Confederate",NA,144,NA,NA,NA,NA,NA,NA,NA,13814.8,1.78492e+07,"Forrest’s Cavalry Corps",NA,NA,NA,NA,NA,NA,0.0833333
"MS013","US",7000,388,33585,NA,NA,NA,NA,NA,NA,NA,NA,"Meridian Mississippi Expedition Cavalry",NA,NA,NA,NA,NA,NA,0.0833333
"MS014","Confederate",2000,493,33585,NA,NA,NA,NA,NA,NA,13814.8,1.78492e+07,"Forrest’s Cavalry Corps",NA,NA,NA,NA,NA,NA,0.0833333
"MS014","US",8500,2610,419.458,NA,NA,NA,NA,NA,NA,NA,NA,"Mississippi Expedition",NA,NA,NA,NA,NA,NA,5.58333
"MS015","Confederate",8000,1326,33585,NA,NA,NA,NA,NA,NA,NA,NA,"Department of Alabama, Mississippi, and East Louisiana",NA,NA,NA,NA,NA,NA,0.0833333
"MS015","US",14000,647,33585,NA,NA,NA,NA,NA,NA,19589.6,1.1424e+07,"1st and 3rd Infantry Divisions and Cavalry Division, XVI Army Corps, and 1st Brigade, U.S. Colored Troops",NA,NA,NA,NA,NA,NA,0.0833333
"MS016","Confederate",NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Army of the Mississippi, Department No. 2",NA,NA,NA,NA,NA,NA,33585
"MS016","US",NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Department of the Mississippi",NA,NA,NA,NA,NA,NA,33585
"NC001","Confederate",NA,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatteras Island garrison",NA,NA,NA,NA,NA,NA,5.58333
"NC001","US",2000,3,33585,NA,NA,NA,NA,NA,NA,935,0.0833333,"9th (220 men) and 20th New York (500 men) regiments, 60 of the 2nd United States Artillery, 100 Coast Guard guardians, 55 Marines, and the Atlantic Blockading Squadron",NA,NA,NA,NA,NA,NA,0.0833333
"NC002","Confederate",NA,2643,NA,23,58,2562,81,NA,2620,NA,NA,"Wise’s Legion",0.0833333,0.0833333,0.0833333,0.166667,NA,0.166667,0.25
"NC002","US",NA,264,NA,37,214,13,251,NA,227,NA,NA,"Department of North Carolina and the North Atlantic Blockading Squadron",0.0833333,0.0833333,0.0833333,0.166667,NA,0.166667,0.25
"NC003","Confederate",NA,609,NA,NA,NA,NA,NA,NA,NA,8145.19,7.68659e+06,"1st Division, Department of North Carolina",NA,NA,NA,NA,NA,NA,0.0833333
"NC003","US",NA,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Department North Carolina and the Naval Forces in Pamlico Sound",NA,NA,NA,NA,NA,NA,0.0833333
"NC004","Confederate",NA,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fort Macon garrison",NA,NA,NA,NA,NA,NA,0.0833333
"NC004","US",NA,3,NA,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"3rd Division, Department of North Carolina, and Naval forces in North Carolina",NA,NA,NA,NA,NA,NA,0.0833333
"NC005","Confederate",NA,25,NA,NA,NA,NA,NA,NA,NA,46937.1,152931,"3rd Georgia Infantry Regiment, Colonel Ferebee’s North Carolina Militia, McComas’s Battery, and Captain Gillett’s Southhampton Cavalry Company",NA,NA,NA,NA,NA,NA,0.0833333
"NC005","US",NA,114,NA,NA,NA,NA,NA,NA,NA,4620.14,1.00487e+06,"2nd and 4th Brigades, 2nd Division, Department of North Carolina",NA,NA,NA,NA,NA,NA,0.0833333
"NC006","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,477.5,9918.75,"44th North Carolina Infantry",NA,NA,NA,NA,NA,NA,NA
"NC006","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,46540.1,147207,"24th Massachusetts Volunteer Infantry, Captain George F. Jocknick’s company of the 3rd New York Cavalry and two pieces of artillery",NA,NA,NA,NA,NA,NA,NA
"NC007","Confederate",NA,525,NA,NA,NA,NA,NA,NA,NA,2231.39,533930,"Evans’s Brigade",NA,NA,NA,NA,NA,NA,0.0833333
"NC007","US",NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Department of North Carolina, 1st Division, and USN Neuse River Flotilla",NA,NA,NA,NA,NA,NA,5.58333
"NC008","Confederate",NA,0,NA,NA,NA,NA,NA,NA,NA,2231.39,533930,"Robertson’s Brigade",NA,NA,NA,NA,NA,NA,0.0833333
"NC008","US",NA,0,NA,NA,NA,NA,NA,NA,NA,234958,1.69131e+06,"Five companies of the 3rd New York Cavalry, a section of artillery from the 23rd New York Independent Battery, Colonel Thomas J. C. Amory’s Brigade, and Thomas G. Stevenson’s Brigade",NA,NA,NA,NA,NA,NA,0.0833333
"NC009","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,4462.77,1.06786e+06,"Clingman’s Brigade",NA,NA,NA,NA,NA,NA,NA
"NC009","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"Department of North Carolina, 1st Division",NA,NA,NA,NA,NA,NA,NA
"NC010","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,8145.19,7.68659e+06,"Hill’s Division",NA,NA,NA,NA,NA,NA,NA
"NC010","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"1st Division, XVIII Corps, and the Naval forces in the Sounds of North Carolina",NA,NA,NA,NA,NA,NA,NA
"NC011","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,8145.19,7.68659e+06,"Hill’s Division",NA,NA,NA,NA,NA,NA,NA
"NC011","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Washington garrison, the relief column of the XVIII Corps, and the Naval Forces in the Pamlico Sound",NA,NA,NA,NA,NA,NA,NA
"NC012","Confederate",NA,300,NA,NA,NA,NA,NA,NA,NA,8145.19,7.68659e+06,"Hoke’s Division",NA,NA,NA,NA,NA,NA,419.458
"NC012","US",NA,2900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plymouth garrison",NA,NA,NA,NA,NA,NA,419.458
"NC013","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the Ironclad Ram CSS Albemarle, transport steamer CSS Cotton Plant, and the Erie Canal steamer CSS Bombshell",NA,NA,NA,NA,NA,NA,NA
"NC013","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albemarle Sound Naval Squadron",NA,NA,NA,NA,NA,NA,NA
"NC014","Confederate",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoke’s Division and the Fort Fisher garrison",NA,NA,NA,NA,NA,NA,0.0833333
"NC014","US",NA,0,NA,NA,NA,NA,NA,NA,NA,18461.6,4.11136e+07,"Expeditionary Corps, Army of the James, and the North Atlantic Blockading Squadron",NA,NA,NA,NA,NA,NA,0.0833333
"NC015","Confederate",NA,2583,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoke’s Division and the Fort Fisher garrison",NA,NA,NA,NA,NA,NA,0.0833333
"NC015","US",NA,1059,NA,NA,NA,NA,NA,NA,NA,18461.6,4.11136e+07,"Expeditionary Corps, Army of the James, and the North Atlantic Blockading Squadron",NA,NA,NA,NA,NA,NA,0.0833333
"NC016","Confederate",6600,NA,419.458,NA,NA,NA,NA,NA,NA,10376.6,8.22052e+06,"Major General Robert F. Hoke’s Division and Brigadier General Johnson Hagood’s Brigade",NA,NA,NA,NA,NA,NA,NA
"NC016","US",12000,NA,33585,NA,NA,NA,NA,NA,NA,NA,NA,"Department of North Carolina, Army of the Ohio, and the North Atlantic Blockading Squadron",NA,NA,NA,NA,NA,NA,NA
"NC017","Confederate",8500,1500,419.458,NA,NA,NA,NA,NA,NA,16290.4,1.53732e+07,"Major Generals Robert F. Hoke and Daniel H. Hill’s Division’s, Department of North Carolina",NA,NA,NA,NA,NA,NA,419.458
"NC017","US",12000,1300,33585,NA,NA,NA,NA,NA,NA,18461.6,4.11136e+07,"Major General Jacob D. Cox’s Provisional Corps",NA,NA,NA,NA,NA,NA,419.458
"NC018","Confederate",3050,86,5.58333,NA,NA,NA,NA,NA,NA,19443.3,2.16904e+07,"Hampton’s Cavalry Command (Wheeler’s Cavalry Corps and Butler’s Division)",NA,NA,NA,NA,NA,NA,0.0833333
"NC018","US",1850,183,5.58333,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"3rd Cavalry Division",NA,NA,NA,NA,NA,NA,0.0833333
"NC019","Confederate",5400,865,419.458,NA,NA,NA,NA,NA,NA,27629.7,3.56985e+07,"Hardee’s Corps, Wheeler’s Cavalry Corps",NA,NA,NA,NA,NA,NA,0.0833333
"NC019","US",25992,682,0.0833333,NA,NA,NA,NA,NA,NA,36923.2,8.22271e+07,"XX and XIV Corps, Army of Georgia",NA,NA,NA,NA,NA,NA,0.0833333
"NC020","Confederate",NA,2606,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Army of Tennessee, Stewart's Corps, the Department of North Carolina, and the Department of South Carolina, Georgia and Florida",NA,NA,NA,NA,NA,NA,0.0833333
"NC020","US",NA,1527,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Army of Georgia and the XV and XVII Corps",NA,NA,NA,NA,NA,NA,0.0833333
"ND001","Native American",NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santee Sioux (Northern Sisseton and Wahpekute) and Teton Sioux (Hunkpapa and Sihasapa [Blackfeet])",NA,NA,NA,NA,NA,NA,5.58333
"ND001","US",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"District of Minnesota",NA,NA,NA,NA,NA,NA,0.0833333
"ND002","Native American",NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santee Sioux (Wahpekute) and Teton Sioux (Hunkpapa and Sihasapa [Blackfeet])",NA,NA,NA,NA,NA,NA,0.0833333
"ND002","US",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"District of Minnesota",NA,NA,NA,NA,NA,NA,0.0833333
"ND003","Native American",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santee Sioux (Wahpekute) and Teton Sioux (Hunkpapa and Sihasapa [Blackfeet])",NA,NA,NA,NA,NA,NA,NA
"ND003","US",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"District of Minnesota",NA,NA,NA,NA,NA,NA,0.0833333
"ND004","Native American",NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santee Sioux (Sisseton and Wahpekute), Teton Sioux (Hunkpapa and Sihasapa [Blackfeet]), and Yankton-Yanktonai Sioux (Pabaksa [Cuthead], and Yankton)",NA,NA,NA,NA,NA,NA,5.58333
"ND004","US",NA,70,NA,NA,NA,NA,NA,NA,NA,1910,39675,"Army detachments of: 6th Iowa Cavalry, 2nd Nebraska Cavalry, Dakota Cavalry, 7th Iowa Cavalry, 45th Iowa Infantry",NA,NA,NA,NA,NA,NA,5.58333
"ND005","Native American",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santee Sioux (Wahpekute), Teton Sioux (Hunkpapa, Miniconjou, Sans Arc, and Sihasapa [Blackfeet]), and Yankton-Yanktonai Sioux (Pabaksa [Cuthead] and Yanktonai)",NA,NA,NA,NA,NA,NA,0.0833333
"ND005","US",NA,15,NA,NA,NA,NA,NA,NA,NA,2266.75,45115.7,"Army detachments of 8th Minnesota Infantry, 2nd Minnesota Cavalry, 3rd Minnesota Battery, Brackett’s Minnesota Battalion of Cavalry, 6th Iowa Cavalry, 7th Iowa Cavalry, Dakota Cavalry Regiment, Nebraska Scouts, Pope’s Prairie Battery",NA,NA,NA,NA,NA,NA,0.0833333
"NM001","Confederate",3000,187,33585,NA,NA,NA,NA,NA,NA,NA,NA,"Army of New Mexico",NA,NA,NA,NA,NA,NA,0.0833333
"NM001","US",2500,263,419.458,NA,NA,NA,NA,NA,NA,NA,NA,"Department of New Mexico (combination of regular and volunteer units)",NA,NA,NA,NA,NA,NA,0.0833333
"NM002","Confederate",NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Army of New Mexico",NA,NA,NA,NA,NA,NA,0.0833333
"NM002","US",NA,132,NA,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"Northern Division, Army of New Mexico",NA,NA,NA,NA,NA,NA,0.0833333
"OH001","Confederate",1700,900,419.458,NA,NA,NA,NA,NA,NA,1700,419.458,"Brigade, 1,700",NA,NA,NA,NA,NA,NA,419.458
"OH001","US",3000,25,33585,NA,NA,NA,NA,NA,NA,3000,33585,"Brigade, 3,000",NA,NA,NA,NA,NA,NA,0.0833333
"OH002","Confederate",400,364,419.458,NA,NA,NA,NA,NA,NA,800,419.458,"Confederate Army, 800",NA,NA,NA,NA,NA,NA,0.0833333
"OH002","US",2600,0,419.458,NA,NA,NA,NA,NA,NA,2600,419.458,"9th Michigan Cavalry, 2,600",NA,NA,NA,NA,NA,NA,0.0833333
"OK001","Confederate",1400,10,419.458,NA,NA,NA,NA,NA,NA,1466.61,25336.7,"Six companies of the First Regiment Choctaw and Chickasaw Mounted Rifles, a detachment of the 9th Texas Cavalry, the Creek Regiment, and the Creek and Seminole Battalion",NA,NA,NA,NA,NA,NA,5.58333
"OK001","US",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Creek, Cherokee, and Seminole allies",NA,NA,NA,NA,NA,NA,0.0833333
"OK002","Confederate",1300,52,419.458,NA,NA,NA,NA,NA,NA,NA,NA,"Indian Department",NA,NA,NA,NA,NA,NA,0.0833333
"OK002","US",NA,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Creek, Cherokee, and Seminole allies",NA,NA,NA,NA,NA,NA,0.0833333
"OK003","Confederate",NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indian Department",NA,NA,NA,NA,NA,NA,5.58333
"OK003","US",NA,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Creek, Cherokee, and Seminole allies",NA,NA,NA,NA,NA,NA,0.0833333
"OK004","Confederate",NA,150,NA,NA,NA,NA,NA,NA,NA,2231.39,533930,"First Brigade, Indian Department",NA,NA,NA,NA,NA,NA,5.58333
"OK004","US",NA,14,NA,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"First Division, Army of the Frontier",NA,NA,NA,NA,NA,NA,0.0833333
"OK005","Confederate",NA,47,NA,NA,NA,NA,NA,NA,NA,46341.6,142531,"Seminole Battalion, Company A, 1st Choctaw and Chickasaw Cavalry Regiment, and a detachment of 20th Texas Regiment",NA,NA,NA,NA,NA,NA,0.0833333
"OK005","US",NA,0,NA,NA,NA,NA,NA,NA,NA,138213,411864,"Three companies of the 14th Kansas Cavalry Regiment and a section of Howitzers",NA,NA,NA,NA,NA,NA,0.0833333
"OK006","Confederate",1500,59,419.458,NA,NA,NA,NA,NA,NA,1432.5,29756.2,"1st Cherokee Mounted Rifles, First Creek Mounted Volunteers, a detachment of the 29th Texas Cavalry, and a detachment of Martin’s Partisan Rangers",NA,NA,NA,NA,NA,NA,0.0833333
"OK006","US",NA,21,NA,NA,NA,NA,NA,NA,NA,93175.7,300959,"Fort Scott Relief Column (consisting of six companies of the 2nd Colorado Infantry, one company each of the 3rd Wisconsin, 9th Kansas and 14th Kansas Cavalries, the 1st Kansas Colored Infantry, the 3rd Indian Regiment, and the 2nd Kansas Artillery)",NA,NA,NA,NA,NA,NA,0.0833333
"OK007","Confederate",NA,134,NA,NA,NA,NA,NA,NA,NA,2231.39,533930,"1st Brigade, Indian Department",NA,NA,NA,NA,NA,NA,0.0833333
"OK007","US",3000,77,33585,NA,NA,NA,NA,NA,NA,NA,NA,"District of the Frontier",NA,NA,NA,NA,NA,NA,0.0833333
"PA001","Confederate",NA,74,NA,NA,NA,NA,NA,NA,NA,5628.51,3.84117e+06,"Stuart’s Cavalry Division, Army of Northern Virginia",NA,NA,NA,NA,NA,NA,0.0833333
"PA001","US",NA,154,NA,NA,NA,NA,NA,NA,NA,3636.85,665686,"3rd Cavalry Division, Army of the Potomac, including Farnsworth’s 1st Brigade and Custer’s 2nd Brigade",NA,NA,NA,NA,NA,NA,0.0833333
"PA002","Confederate",75054,28000,0.0833333,NA,NA,NA,NA,NA,NA,79159.5,7.77632e+08,"Army of Northern Virginia",NA,NA,NA,NA,NA,NA,33585
"PA002","US",83289,23000,0.0833333,NA,NA,NA,NA,NA,NA,54876.1,3.94571e+08,"Army of the Potomac",NA,NA,NA,NA,NA,NA,33585
"SC001","Confederate",500,4,419.458,NA,NA,NA,NA,NA,NA,NA,NA,"Provisional Forces of the Confederate States in Charleston Harbor",NA,NA,NA,NA,NA,NA,0.0833333
"SC001","US",80,11,5.58333,NA,NA,NA,NA,NA,NA,NA,NA,"1st United States Artillery",NA,NA,NA,NA,NA,NA,0.0833333
"SC002","Confederate",2000,204,33585,NA,NA,NA,NA,NA,NA,NA,NA,"Second Military District of South Carolina and the Tower Battery/Fort Lamar garrison",NA,NA,NA,NA,NA,NA,0.0833333
"SC002","US",6600,683,419.458,NA,NA,NA,NA,NA,NA,14931,9.26619e+06,"1st and 2nd Divisions, and Williams’ 3rd Brigade, Northern District, Department of the South",NA,NA,NA,NA,NA,NA,0.0833333
"SC003","Confederate",NA,0,NA,NA,NA,NA,NA,NA,NA,115.952,179.932,"Companies A and H, 16th South Carolina Infantry and a section of the Marion Artillery",NA,NA,NA,NA,NA,NA,0.0833333
"SC003","US",NA,0,NA,NA,NA,NA,NA,NA,NA,45.4762,89.966,"Gunboat USS Crusader and the transport Planter; Company E, 55th Pennsylvania Volunteer Infantry",NA,NA,NA,NA,NA,NA,0.0833333
"SC004","Confederate",NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First Military District of South Carolina",NA,NA,NA,NA,NA,NA,0.0833333
"SC004","US",NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Atlantic Blockading Squadron",NA,NA,NA,NA,NA,NA,0.0833333
"SC005","Confederate",NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fort Wagner garrison",NA,NA,NA,NA,NA,NA,0.0833333
"SC005","US",NA,339,NA,NA,NA,NA,NA,NA,NA,4620.14,1.00487e+06,"Elements of the 1st Brigade (100th New York and 7th New Hampshire Infantry) and 2nd Brigade, 2nd Division, X Corps, Department of the South; the USS Catskill, USS Montauk, USS Nahant, and USS Weehawken",NA,NA,NA,NA,NA,NA,0.0833333
"SC006","Confederate",3000,18,33585,NA,NA,NA,NA,NA,NA,4072.6,3.84329e+06,"1st Sub-division of the 1st Military District, South Carolina",NA,NA,NA,NA,NA,NA,0.0833333
"SC006","US",3800,46,419.458,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"1st Division, X Corps, Department of the South; Stono River Flotilla",NA,NA,NA,NA,NA,NA,0.0833333
"SC007","Confederate",1800,222,419.458,NA,NA,NA,NA,NA,NA,NA,NA,"Fort Wagner garrison",NA,NA,NA,NA,NA,NA,0.0833333
"SC007","US",5000,1515,33585,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"2nd Division, X Corps, Department of the South, and the South Atlantic Blockading Squadron",NA,NA,NA,NA,NA,NA,0.0833333
"SC008","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Department of South Carolina, Georgia, and Florida, and Fort Sumter garrison",NA,NA,NA,NA,NA,NA,NA
"SC008","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,18461.6,4.11136e+07,"X Corps, Department of the South; South Atlantic Blockading Squadron",NA,NA,NA,NA,NA,NA,NA
"SC009","Confederate",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Department of South Carolina, Georgia, and Florida, and the Fort Wagner and Battery Gregg garrisons",NA,NA,NA,NA,NA,NA,419.458
"SC009","US",413,117,0.0833333,NA,NA,NA,NA,NA,NA,18461.6,4.11136e+07,"X Corps, Department of the South, and the South Atlantic Blockading Squadron",NA,NA,NA,NA,NA,NA,0.0833333
"SC010","Confederate",1400,50,419.458,NA,NA,NA,NA,NA,NA,9150.19,7.70643e+06,"1st Division Georgia Militia; 3rd South Carolina Cavalry; 32nd and 47th Georgia Infantry; 1 Section, Stuart’s Company Artillery; 1 Section Depass’ Light Battery; 1 Gun of Kanapaux’s Company Light Artillery",NA,NA,NA,NA,NA,NA,5.58333
"SC010","US",5000,746,33585,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"Coastal Division, Department of the South; Marine Brigade, South Atlantic Blockading Squadron",NA,NA,NA,NA,NA,NA,0.0833333
"SC011","Confederate",1200,170,419.458,NA,NA,NA,NA,NA,NA,2231.39,533930,"Harrison’s Brigade, McLaws’ Division, Department of South Carolina, Georgia, and Florida",NA,NA,NA,NA,NA,NA,5.58333
"SC011","US",NA,92,NA,NA,NA,NA,NA,NA,NA,12621,8.76375e+06,"1st and 4th Divisions, XVII Corps, and XV Corps, Army of the Tennessee",NA,NA,NA,NA,NA,NA,0.0833333
"TN001","Confederate",NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fort Henry Garrison",NA,NA,NA,NA,NA,NA,0.0833333
"TN001","US",NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flotilla (seven vessels)",NA,NA,NA,NA,NA,NA,0.0833333
"TN002","Confederate",NA,17000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fort Donelson Garrison",NA,NA,NA,NA,NA,NA,33585
"TN002","US",NA,2832,NA,NA,NA,NA,NA,NA,NA,NA,NA,"District of Cairo, Western Flotilla",NA,NA,NA,NA,NA,NA,0.0833333
"TN003","Confederate",44968,10699,0.0833333,NA,NA,NA,NA,NA,NA,79159.5,7.77632e+08,"Army of the Mississippi",NA,NA,NA,NA,NA,NA,0.0833333
"TN003","US",65085,13047,0.0833333,NA,NA,NA,NA,NA,NA,109752,7.89142e+08,"Army of West Tennessee, Army of the Ohio, USS Tyler and USS Lexington",NA,NA,NA,NA,NA,NA,0.0833333
"TN004","Confederate",NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eight C.S. Navy Rams",NA,NA,NA,NA,NA,NA,5.58333
"TN004","US",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Five ironclads and two U.S. Army Rams",NA,NA,NA,NA,NA,NA,0.0833333
"TN005","Confederate",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chattanooga garrison",NA,NA,NA,NA,NA,NA,0.0833333
"TN005","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"Negley’s division",NA,NA,NA,NA,NA,NA,NA
"TN006","Confederate",1400,150,419.458,NA,NA,NA,NA,NA,NA,2026.91,355248,"Forrest’s Cavalry Brigade",NA,NA,NA,NA,NA,NA,5.58333
"TN006","US",NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Murfreesboro Garrison",NA,NA,NA,NA,NA,NA,419.458
"TN007","Confederate",NA,400,NA,NA,NA,NA,NA,NA,NA,79159.5,7.77632e+08,"Army of West Tennessee",NA,NA,NA,NA,NA,NA,419.458
"TN007","US",NA,500,NA,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"Division, Union Army of West Tennessee",NA,NA,NA,NA,NA,NA,419.458
"TN008","Confederate",NA,139,NA,NA,NA,NA,NA,NA,NA,4462.77,1.06786e+06,"expeditionary force (two brigades)",NA,NA,NA,NA,NA,NA,0.0833333
"TN008","US",NA,2096,NA,NA,NA,NA,NA,NA,NA,2310.07,502436,"39th Brigade, XIV Army Corps (Army of the Cumberland)",NA,NA,NA,NA,NA,NA,0.0833333
"TN009","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Detachment of Forrest’s Cavalry Division",NA,NA,NA,NA,NA,NA,NA
"TN009","US",NA,6,NA,NA,NA,NA,NA,NA,NA,955,19837.5,"Two regiments from the Jackson Garrison",NA,NA,NA,NA,NA,NA,0.0833333
"TN010","Confederate",NA,10000,NA,NA,NA,NA,NA,NA,NA,79159.5,7.77632e+08,"Army of Tennessee",NA,NA,NA,NA,NA,NA,2.80017e+06
"TN010","US",45000,13000,33585,NA,NA,NA,NA,NA,NA,54876.1,3.94571e+08,"Army of the Cumberland",NA,NA,NA,NA,NA,NA,33585
"TN011","Confederate",NA,500,NA,NA,NA,NA,NA,NA,NA,2026.91,355248,"Forrest’s Cavalry Brigade",NA,NA,NA,NA,NA,NA,419.458
"TN011","US",3000,237,33585,NA,NA,NA,NA,NA,NA,4620.14,1.00487e+06,"Two brigades",NA,NA,NA,NA,NA,NA,0.0833333
"TN012","Confederate",2500,855,419.458,NA,NA,NA,NA,NA,NA,2500,419.458,"Cavalry Division (approx. 2,500)",NA,NA,NA,NA,NA,NA,0.0833333
"TN012","US",800,110,419.458,NA,NA,NA,NA,NA,NA,800,419.458,"Garrison (approx. 800)",NA,NA,NA,NA,NA,NA,5.58333
"TN013","Confederate",NA,357,NA,NA,NA,NA,NA,NA,NA,13814.8,1.78492e+07,"First Cavalry Corps, Army of Tennessee",NA,NA,NA,NA,NA,NA,0.0833333
"TN013","US",NA,1600,NA,NA,NA,NA,NA,NA,NA,2310.07,502436,"Third Brigade, First Division, Reserve Corps, Department of the Cumberland",NA,NA,NA,NA,NA,NA,419.458
"TN014","Confederate",3500,150,419.458,NA,NA,NA,NA,NA,NA,5628.51,3.84117e+06,"Morgan’s Cavalry Division",NA,NA,NA,NA,NA,NA,5.58333
"TN014","US",1300,38,419.458,NA,NA,NA,NA,NA,NA,2310.07,502436,"2nd Brigade, 5th Division, XIV Army Corps",NA,NA,NA,NA,NA,NA,0.0833333
