"BattlefieldCode","UnitCode","Comment","companies","batteries","detachment","section"
"VA110","UNY0015RI","Detachment",,,1,
"VA110","UPA0020RC01","Detachment",,,1,
"VA110","UPA0022RC02","Detachment",,,1,
"VA110","UUR0005RA","Battery ""B""",,1,,
"VA113","UUR0001RA","Battery ""B""",,1,,
"VA113","UUR0004RA","Batteries ""C"" and ""R""",,2,,
"VA116","UNY0005RAH","Cos. ""A,"" ""B,"" ""C,"" and ""D""",4,,,
"VA116","UUR0005RA","Battery ""L""",,1,,
"VA118","UOH0001RAL1","Battery ""L""",,1,,
"VA118","UPA0001RAL","Battery ""D""",,1,,
"VA118","UUR0005RA","Battery ""B""",,1,,
"VA119","UOH0001RAL1","Battery ""L""",,1,,
"VA119","UOH0008RC","Detachment",,,1,
"VA119","UPA0001RAL","Battery ""D""",,1,,
"VA119","URI0001RAL","Batteries ""C,"" ""D"" and ""G"" ",,3,,
"VA119","UUR0001RA","Battery ""K & L""",,1,,
"VA119","UUR0002RA","Battery ""B & L""",,1,,
"VA119","UUR0005RA","Battery ""B""",,1,,
"VA120","UOH0001RAL1","Battery ""L""",,1,,
"VA120","UOH0008RC","Detachment",,,1,
"VA120","UPA0001RAL","Battery ""L""",,1,,
"VA120","UUR0005RA","Batteries ""B"" and ""L""",,1,,
"VA121","UUR0002RA","Batteries ""P & L,"" ""D"" and ""M""",,3,,
"VA122","UOH0001RAL1","Battery ""L""",,1,,
"VA122","UOH0008RC","Detachment",,,1,
"VA122","UPA0001RAL","Battery ""D""",,1,,
"VA122","URI0001RAL","Batteries ""C,"" ""D"" and ""G""",,3,,
"VA122","UUR0001RA","Batteries ""K & L""",,1,,
"VA122","UUR0002RA","Batteries ""B & L"" ",,1,,
"VA122","UUR0003RA","Batteries C"" and ""F & K""",,2,,
"VA122","UUR0005RA","Batteries ""B"" and ""M""",,2,,
"VA123","UUR0002RA","Battery ""M""",,1,,
"VA123","UUR0004RA","Battery ""C & E""",,1,,
"WV001","UMI0001RAL","Battery ""A""",,1,,
"WV002","UUR0004RA","Battery ""F""",,1,,
"WV007","UMI0001RAL","Battery ""A""",,1,,
"WV007","UUR0004RA","Battery ""G""",,1,,
"WV010","UIL0002RAL","Battery ""M""",,1,,
"WV010","UNY0005RAH","Cos ""A"" and ""F""",2,,,
"WV012","UIL0016RC","Co ""C""",1,,,
"WV012","UWV0001RC","Co ""A""",1,,,
"WV012","UWV0003RC","Co ""E,"" ""H"" and ""I""",3,,,
"WV015","UUR0001RA","Batteries ""K & L""",,1,,
"WV015","UUR0002RA","Battery ""D""",,1,,
"WV016","UIN0003RC","Cos ""A"" and ""B""",2,,,
"WV016","URI0001RAL","Battery ""C""",,1,,
"WV016","UUR0001RA","Battery ""E""",,1,,
"WV016","UUR0002RA","Batteries ""A,"" ""B & L,"" and ""M""",,3,,
"WV016","UUR0003RA","Battery ""C & G""",,1,,
"WV016","UUR0004RA","Batteries ""D"" and ""I & K""",,2,,
