year,date,event1,event2,event3,event4,event5,event6,event7,event8,
1864,Tues 13 Dec,"Petersburg, Va. Campaign ","Sherman's March to the Sea (Fort McAllister II, Ga.)  ",Hood's Tenn. Campaign ,Stoneman's Raid III,,,,,
1864,Wed 14 Dec,"Petersburg, Va. Campaign ",Sherman's March to the Sea ,Hood's Tenn. Campaign,Stoneman's Raid III,,,,,
1864,Thurs 15 Dec,"Petersburg, Va. Campaign ",Sherman's March to the Sea ,"Hood's Tenn. Campaign (Nashville II, Brentwood II)  ",Stoneman's Raid III,,,,,
1864,Fri 16 Dec,"Petersburg, Va. Campaign ",Sherman's March to the Sea ,Hood's Tenn. Campaign (Nashville II), Stoneman's Raid III,,,,,
1864,Sat 17 Dec,"Petersburg, Va. Campaign ",Sherman's March to the Sea ,Stoneman's Raid III ,Hood's Tenn. Campaign (Franklin HI),,,,,
1864,Sun 18 Dec,"Petersburg, Va. Campaign ",Sherman's March to the Sea ,Stoneman's Raid III ,"Lacey's Springs, Va.",,,,,
1864,Mon 19 Dec,"Petersburg, Va. Campaign ",Sherman's March to the Sea ,Stoneman's Raid III,,,,,,
1864,Tues 20 Dec,"Petersburg, Va. Campaign ","Sherman's March to the Sea ended (Savannah II, Ga.)  ",Stoneman's Raid III,,,,,,
1864,Wed 21 Dec,"Petersburg, Va. Campaign ",Stoneman's Raid III,,,,,,,
1864,Thurs 22 Dec,"Petersburg, Va. Campaign ",Stoneman's Raid III,,,,,,,
1864,Fri 23 Dec,"Petersburg, Va. Campaign ",Stoneman's Raid III,,,,,,,
1864,Sat 24 Dec,"Petersburg, Va. Campaign  ","Fort Fisher I, N.C. (Butler's Expedition)  ","Stoneman's Raid III  Gordonsville, Va.",,,,,,
1864,Sun 25 Dec,"Petersburg, Va. Campaign ","Fort Fisher I, N.C. ",Stoneman's Raid III,,,,,,
1864,Mon 26 Dec,"Petersburg, Va. Campaign ",Stoneman's Raid III,,,,,,,
1864,Tues 27 Dec,"Petersburg, Va. Campaign ",Stoneman's Raid III,,,,,,,
1864,Wed 28 Dec,"Petersburg, Va. Campaign", Stoneman's Raid III ,"Egypt, Miss. (Egypt Station)",,,,,,
1864,Thurs 29 Dec,"Petersburg, Va. Campaign ",Stoneman's Raid III,,,,,,,
1864,Fri 30 Dec,"Petersburg, Va. Campaign ",Stoneman's Raid III,,,,,,,
1864,Sat 31 Dec,"Petersburg, Va. Campaign ",Stoneman's Raid III,,,,,,,
1865,Sun 1 Jan,"Petersburg, Va. Campaign (Dutch Gap Canal Project)  ","Hardeeville, S.C.  ","Stoneman's Raid III ended (Saltville II, Va.)",,,,,,
1865,Mon 2 Jan,"Petersburg, Va. Campaign",,,,,,,,
1865,Tues 3 Jan,"Petersburg, Va. Campaign",,,,,,,,
1865,Wed 4 Jan,"Petersburg, Va. Campaign",,,,,,,,
1865,Thurs 5 Jan,"Petersburg, Va. Campaign",,,,,,,,
1865,Fri 6 Jan,"Petersburg, Va. Campaign",,,,,,,,
1865,Sat 7 Jan,"Petersburg, Va. Campaign (Dabney's Mill I, Hatcher's Run IV)",,,,,,,,
1865,Sun 8 Jan,"Petersburg, Va. Campaign",,,,,,,,
1865,Mon 9 Jan,"Petersburg, Va. Campaign",,,,,,,,
1865,Tues 10 Jan,"Petersburg, Va. Campaign",,,,,,,,
1865,Wed 11 Jan,"Petersburg, Va. Campaign ","Rosser's Raid III (Beverly n, W.Va.)",,,,,,,
1865,Thurs 12 Jan,"Petersburg, Va. Campaign  ","Fort Fisher II, N.C. (Terry's Expedition)",,,,,,,
1865,Fri 13 Jan,"Petersburg, Va. Campaign"," Fort Fisher II, N.C.",,,,,,,
1865,Sat 14 Jan,"Petersburg, Va. Campaign"," Fort Fisher II, N.C.",,,,,,,
1865,Sun 15 Jan,"Petersburg, Va. Campaign"," Fort Fisher II, N.C.",,,,,,,
1865,Mon 16 Jan,"Petersburg, Va. Campaign",,,,,,,,
1865,Tues 17 Jan,"Petersburg, Va. Campaign",,,,,,,,
1865,Wed 18 Jan,"Petersburg, Va. Campaign ","Fort Moultrie II, S.C.",,,,,,,
1865,Thurs 19 Jan,"Petersburg, Va. Campaign ","Fort Anderson I, N.C.",,,,,,,
1865,Fri 20 Jan,"Petersburg, Va. Campaign",,,,,,,,
1865,Sat 21 Jan,"Petersburg, Va. Campaign",,,,,,,,
1865,Sun 22 Jan,"Petersburg, Va. Campaign",,,,,,,,
1865,Mon 23 Jan,"Petersburg, Va. Campaign ","City Point II, Va. (James River HI)",,,,,,,
1865,Tues 24 Jan,"Petersburg, Va. Campaign",,,,,,,,
1865,Wed 25 Jan,"Petersburg, Va. Campaign",,,,,,,,
1865,Thurs 26 Jan,"Petersburg, Va. Campaign",,,,,,,,
1865,Fri 27 Jan,"Petersburg, Va. Campaign",,,,,,,,
1865,Sat 28 Jan,"Petersburg, Va. Campaign",,,,,,,,
1865,Sun 29 Jan,"Petersburg, Va. Campaign","  Rosser's Raid IV (Moorefield II, W.Va.)",,,,,,,
1865,Mon 30 Jan,"Petersburg, Va. Campaign",,,,,,,,
1865,Tues 31 Jan,"Petersburg, Va. Campaign",,,,,,,,
1865,Wed 1 Feb,"Petersburg, Va. Campaign"," Sister's Ferry, S.C.",,,,,,,
1865,Thurs 2 Feb,"Petersburg, Va. Campaign ","Salkehatchie River, S.C."," Lawtonville, S.C.",,,,,,
1865,Fri 3 Feb,"Petersburg, Va. Campaign ","Hampton Roads, Va. Peace Conference aboard USS River Queen",,,,,,,
1865,Sat 4 Feb,"Petersburg, Va. Campaign",,,,,,,,
1865,Sun 5 Feb,"Richmond and Petersburg Campaign commenced (Hatchers Run V, Dabney's Mill II, Armstrong's Mill, Rowanty Creek, Vaughan Road m, Boydton Plank Road II, Va.) "," Duncanville, S.C. "," Combahee River, S.C.",,,,,,
1865,Mon 6 Feb,"Richmond and Petersburg Campaign (Boydton Plank Road II, Hatcher's Run V, Va.) ","Barnwell, S.C.  ","Lane's Bridge, S.C.",,,,,,
1865,Tues 7 Feb,"Richmond and Petersburg Campaign (Boydton Plank Road II, Hatcher's Run IV, Va.) ","Blackwell, S.C.  ","Edisto River Bridge, S.C.",,,,,,
1865,Wed 8 Feb,Richmond and Petersburg Campaign,,,,,,,,
1865,Thurs 9 Feb,Richmond and Petersburg Campaign,,,,,,,,
1865,Fri 10 Feb,Richmond and Petersburg Campaign,,,,,,,,
1865,Sat 11 Feb,Richmond and Petersburg Campaign ,"Orangeburg, S.C.",,,,,,,
1865,Sun 12 Feb,Richmond and Petersburg Campaign,,,,,,,,
1865,Mon 13 Feb,Richmond and Petersburg Campaign,,,,,,,,
1865,Tues 14 Feb,Richmond and Petersburg Campaign,,,,,,,,
1865,Wed 15 Feb,Richmond and Petersburg Campaign," Congaree River, S.C.",,,,,,,
1865,Thurs 16 Feb,Richmond and Petersburg Campaign,,,,,,,,
1865,Fri 17 Feb,Richmond and Petersburg Campaign ,"Columbia, S.C.",,,,,,,
1865,Sat 18 Feb,Richmond and Petersburg Campaign ,"Charleston III, S.C. (Fort Moultrie III) ","Fort Anderson II, N.C.",,,,,,
1865,Sun 19 Feb,Richmond and Petersburg Campaign ,"Town Creek, N.C.  ","Fort Anderson II, N.C.",,,,,,
1865,Mon 20 Feb,Richmond and Petersburg Campaign,,,,,,,,
1865,Tues 21 Feb,Richmond and Petersburg Campaign,,,,,,,,
1865,Wed 22 Feb,Richmond and Petersburg Campaign ,"Wilmington, N.C.  ","Rocky Mount, S.C.",,,,,,
1865,Thurs 23 Feb,Richmond and Petersburg Campaign,,,,,,,,
1865,Fri 24 Feb,Richmond and Petersburg Campaign,,,,,,,,
1865,Sat 25 Feb,Richmond and Petersburg Campaign," Camden, S.C.",,,,,,,
1865,Sun 26 Feb,Richmond and Petersburg Campaign,,,,,,,,
1865,Mon 27 Feb,Richmond and Petersburg Campaign,,,,,,,,
1865,Tues 28 Feb,Richmond and Petersburg Campaign,,,,,,,,
1865,Wed 1 Mar,Richmond and Petersburg Campaign,,,,,,,,
1865,Thurs 2 Mar,Richmond and Petersburg Campaign ,"Waynesboro HI, Va.  ","Chesterfield, S.C.  ","Thompson's Creek, S.C.",,,,,
1865,Fri 3 Mar,Richmond and Petersburg Campaign ,"Cheraw, S.C.",,,,,,,
1865,Sat 4 Mar,"Abraham Lincoln and Andrew Johnson inaugurated in Washington, D.C. ",Richmond and Petersburg Campaign ,"Florence, S.C.",,,,,,
1865,Sun 5 Mar,Richmond and Petersburg Campaign,,,,,,,,
1865,Mon 6 Mar,Richmond and Petersburg Campaign,,,,,,,,
1865,Tues 7 Mar,Richmond and Petersburg Campaign,,,,,,,,
1865,Wed 8 Mar,Richmond and Petersburg Campaign ,"Kinston III, N.C. (Wilcox's Bridge, Wise's Forks)",,,,,,,
1865,Thurs 9 Mar,Richmond and Petersburg Campaign ,"Kinston III, N.C. (Wilcox's Bridge, Wise's Forks)",,,,,,,
1865,Fri 10 Mar,Richmond and Petersburg Campaign," Kinston III, N.C. (Wilcox's Bridge, Wise's Forks, Monroe's Crossroads)",,,,,,,
1865,Sat 11 Mar,Richmond and Petersburg Campaign ,"Fayetteville, N.C.",,,,,,,
1865,Sun 12 Mar,Richmond and Petersburg Campaign,,,,,,,,
1865,Mon 13 Mar,Richmond and Petersburg Campaign,,,,,,,,
1865,Tues 14 Mar,Richmond and Petersburg Campaign,,,,,,,,
1865,Wed 15 Mar,Richmond and Petersburg Campaign,,,,,,,,
1865,Thurs 16 Mar,Richmond and Petersburg Campaign ,"Averasboro, N.C. (Taylor's Hole Creek, N.C.)",,,,,,,
1865,Fri 17 Mar,Richmond and Petersburg Campaign,,,,,,,,
1865,Sat 18 Mar,Richmond and Petersburg Campaign,,,,,,,,
1865,Sun 19 Mar,Richmond and Petersburg Campaign ,"Bentonville, N.C.",,,,,,,
1865,Mon 20 Mar,Richmond and Petersburg Campaign ,"Bentonville, N.C.  ","Stoneman's Raid IV (Jonesboro, Tenn.)",,,,,,
1865,Tues 21 Mar,Richmond and Petersburg Campaign ,"Bentonville, N.C.  ",Wilson's Selma Raid commenced,,,,,,
1865,Wed 22 Mar,Richmond and Petersburg Campaign ,Wilson's Selma Raid,,,,,,,
1865,Thurs 23 Mar,Richmond and Petersburg Campaign ,Wilson's Selma Raid,,,,,,,
1865,Fri 24 Mar,Richmond and Petersburg Campaign ,Wilson's Selma Raid,,,,,,,
1865,Sat 25 Mar,"Richmond and Petersburg Campaign (Fort Stedman, Watkin's House, Va.)  ","Mobile I, Ala. (Bluff Springs, Fla.)  ","Wilson's Selma Raid (Houston, Ala.)",,,,,,
1865,Sun 26 Mar,Richmond and Petersburg Campaign ,"Wilson's Selma Raid (Blackwarrior River, Miss.)",,,,,,,
1865,Mon 27 Mar,Richmond and Petersburg Campaign, Wilson's Selma Raid,,,,,,,
1865,Tues 28 Mar,Richmond and Petersburg Campaign ,"Wilson's Selma Raid (Elyton [Birmingham], Ala.)",,,,,,,
1865,Wed 29 Mar,"Richmond and Petersburg Campaign (Quaker Road, Lewis' Farm, Boydton Plank Road HI, Gravelly Run, Va.) ",Wilson's Selma Raid,,,,,,,
1865,Thurs 30 Mar,"Richmond and Petersburg Campaign (Hatcher's Run VI, Boydton Plank Road m. Gravelly Run, Va.) ",Wilson's Selma Raid,,,,,,,
1865,Fri 31 Mar,"Richmond and Petersburg Campaign (White Oak Road, Boydton Plank Road m, Dinwiddie Court House, Gravelly Run, Va.)  ","Wilson's Selma Raid (Montevallo, Ala.)",,,,,,,
1865,Sat 1 Apr,"Richmond and Petersburg Campaign (Five Forks, White Oak Road, Va.)  ",Wilson's Selma Raid,,,,,,,
1865,Sun 2 Apr,"Richmond and Petersburg Campaign (Sutherland's Station, Fort Gregg, Fort Mahone, Fort Damnation, Southside Railroad II, Va.)  ","Wilson's Selma Raid (Selma, Ala.)",,,,,,,
1865,Mon 3 Apr,"Richmond and Petersburg Campaign ended (Namozine Church, Willicomack, Va.)  ",Wilson's Selma Raid,,,,,,,
1865,Tues 4 Apr,Appomattox Campaign ,Wilson's Selma Raid,,,,,,,
1865,Wed 5 Apr,"Appomattox Campaign (Amelia Springs, Jetersville, Va.)  ",Wilson's Selma Raid,,,,,,,
1865,Thurs 6 Apr,"Appomattox Campaign (High Bridge, Harper's Farm, Rice's Station, Deatonsville, Sayler's Creek, Va.) ",Wilson's Selma Raid,,,,,,,
1865,Fri 7 Apr,"Appomattox Campaign (Farmville, High Bridge, Cumberland Church, Va.) ",Wilson's Selma Raid,,,,,,,
1865,Sat 8 Apr,"Appomattox Campaign (Appomattox Station, Va.) "," Spanish Fort, Ala.  ",Wilson's Selma Raid,,,,,,
1865,Sun 9 Apr,"Appomattox Court House, Va. (Robert E.  Lee surrendered) ", Wilson's Selma Raid," Fort Blakely, Ala.",,,,,,
1865,Wed 12 Apr,"Mobile II, Ala.  ","Wilson's Selma Raid ended (Montgomery, Ala.)",,,,,,,
1865,Thurs 13 Apr,"Raleigh, N.C.",,,,,,,,
1865,Fri 14 Apr,"Assassination of Abraham Lincoln, Ford's Theatre, Washington, D.C.  ","Fort Sumter IV, S.C.",,,,,,,
1865,Sat 15 Apr,Death of Abraham Lincoln,,,,,,,,
1865,Sun 16 Apr,"West Point, Ga. (Fort Tyler) ","Columbus, Ga.",,,,,,,
1865,Mon 17 Apr,"Durham Station I, N.C. (Greensboro, Joseph E. Johnston armistice)",,,,,,,,
1865,Thurs 20 Apr,"Macon III, Ga.",,,,,,,,
1865,Wed 26 Apr,"Durham Station II, N.C. (Joseph E. Johnston surrendered)",,,,,,,,
1865,Thurs 27 Apr,"Memphis, Tenn. (USS Sultana explosion)",,,,,,,,
1865,Thurs 4 May,"Mobile in, Ala. "," Citronville, Ala. (Richard Taylor surrendered)",,,,,,,
1865,Wed 10 May,"Irwinville, Ga. (Jefferson F. Davis surrendered) "," Tallahassee, Fla. (Samuel Jones surrendered)",,,,,,,
1865,Thurs 11 May,"Chalk Bluff, Ark. (M. Jeff Thompson surrendered)",,,,,,,,
1865,Fri 12 May,"Palmito Ranch, Tex. (Brownsville)",,,,,,,,
1865,Tues 23 May,"Grand Review of the Army of the Potomac (Meade), Washington, D.C.",,,,,,,,
1865,Wed 24 May,"Grand Review of the Military Division of the Mississippi (Sherman), Washington, D.C.",,,,,,,,
1865,Mon 29 May,First Amnesty Proclamation to all C.S.A. soldiers except the high command,,,,,,,,
1865,Fri 2 June,"Galveston, Tex. (Edmund K. Smith surrendered)",,,,,,,,
1865,Tues 6 Nov,"CSS Shenandoah struck its colors at Liverpool, England",,,,,,,,
1865,Tues 24 July,Tennessee readmitted to the Union,,,,,,,,
1865,Fri 1 Mar,Nebraska admitted to the Union,,,,,,,,
1865,Fri 30 Mar,"Alaska Terr, acquired",,,,,,,,
1865,Sat 7 Sept,"Second Amnesty Proclamation, to all C.S.A. brigadier generals",,,,,,,,
1865,Wed 10 June,Florida readmitted to the Union,,,,,,,,
1865,Fri 26 June,Arkansas readmitted to the Union,,,,,,,,
1865,Sat 4 July,North Carolina readmitted to the Union,,,,,,,,
1865,Thurs 9 July,Louisiana readmitted to the Union,,,,,,,,
1865,Wed 15 July,South Carolina readmitted to the Union,,,,,,,,
1865,Mon 20 July,Alabama readmitted to the Union,,,,,,,,
1865,Sat 25 July,"Wyoming Terr, organized",,,,,,,,
1865,Fri 25 Dec,"Third Amnesty Proclamation, to all remaining C.S.A. high commanders",,,,,,,,
1865,Wed 26 Jan,Virginia readmitted to the Union,,,,,,,,
1865,Wed 23 Feb,Mississippi readmitted to the Union,,,,,,,,
1865,Wed 30 Mar,Texas readmitted to the Union,,,,,,,,
1865,Fri 15 July,Georgia readmitted to the Union,,,,,,,,
