"battle","battle_name","belligerent","commander","commander_dbpedia","rank"
"NC015","Fort Fisher","CS","Braxton Bragg","http://dbpedia.org/resource/Braxton_Bragg","General"
"NC015","Fort Fisher","CS","Charles Lamb","http://dbpedia.org/resource/William_Lamb_(Confederate_States_Army_officer)","Colonel"
"NC015","Fort Fisher","US","David D. Porter","http://dbpedia.org/resource/David_Dixon_Porter","Rear Admiral"
"NC015","Fort Fisher","CS","Robert Hoke","http://dbpedia.org/resource/Robert_Hoke","Major General"
"NC016","Wilmington","CS","Braxton Bragg","http://dbpedia.org/resource/Braxton_Bragg","General"
"NC016","Wilmington","US","John M. Schofield","http://dbpedia.org/resource/John_Schofield","Major General"
"NC017","Wyse Fork","CS","Braxton Bragg","http://dbpedia.org/resource/Braxton_Bragg","General"
"NC017","Wyse Fork","US","John M. Schofield","http://dbpedia.org/resource/John_Schofield","Major General"
"NC018","Monroes Cross","US","H. Judson Kilpatrick","http://dbpedia.org/resource/Hugh_Judson_Kilpatrick","Brigadier General"
"NC018","Monroes Cross","CS","Joseph Wheeler","http://dbpedia.org/resource/Joseph_Wheeler","Major General"
"NC018","Monroes Cross","CS","Wade Hampton","http://dbpedia.org/resource/Wade_Hampton_III","Lieutenant General"
"NC019","Averasborough","US","Henry Slocum","http://dbpedia.org/resource/Henry_Warner_Slocum","Major General"
"NC019","Averasborough","CS","William Hardee","http://dbpedia.org/resource/William_J._Hardee","Lieutenant General"
"NC020","Bentonville","US","Henry Slocum","http://dbpedia.org/resource/Henry_Warner_Slocum","Major General"
"NC020","Bentonville","CS","Joseph E. Johnston","http://dbpedia.org/resource/Joseph_E._Johnston","General"
"NC020","Bentonville","US","William T. Sherman","http://dbpedia.org/resource/William_Tecumseh_Sherman","Major General"
"ND001","Big Mound","US","Henry Hastings Sibley","http://dbpedia.org/resource/Henry_Hastings_Sibley","Brigadier General"
"ND001","Big Mound","I","Inkpaduta","http://dbpedia.org/resource/Inkpaduta","Chief"
"ND002","Dead Buffalo Lake","US","Henry Hastings Sibley","http://dbpedia.org/resource/Henry_Hastings_Sibley","Brigadier General"
"ND002","Dead Buffalo Lake","I","Inkpaduta","http://dbpedia.org/resource/Inkpaduta","Chief"
"ND003","Stony Lake","US","Henry Hastings Sibley","http://dbpedia.org/resource/Henry_Hastings_Sibley","Brigadier General"
"ND003","Stony Lake","I","Inkpaduta","http://dbpedia.org/resource/Inkpaduta","Chief"
"ND004","Whitestone Hill","US","Alfred Sully","http://dbpedia.org/resource/Alfred_Sully","Brigadier General"
"ND004","Whitestone Hill","I","Inkpaduta","http://dbpedia.org/resource/Inkpaduta","Chief"
"ND005","Killdeer Mountain","US","Alfred Sully","http://dbpedia.org/resource/Alfred_Sully","Brigadier General"
"ND005","Killdeer Mountain","I","Inkpaduta","http://dbpedia.org/resource/Inkpaduta","Chief"
"NM001","Valverde","US","E.R.S. Canby","http://dbpedia.org/resource/Edward_Canby","Colonel"
"NM001","Valverde","CS","Henry Hastings Sibley","http://dbpedia.org/resource/Henry_Hastings_Sibley","Brigadier General"
"NM001","Valverde","CS","Tom Green","http://dbpedia.org/resource/Thomas_Green_(general)","Colonel"
"NM002","Glorieta Pass","CS","Charles L. Pyron","http://dbpedia.org/resource/Charles_L._Pyron","Major"
"NM002","Glorieta Pass","US","John Chivington","http://dbpedia.org/resource/John_Chivington","Major"
"NM002","Glorieta Pass","US","John P. Slough","http://dbpedia.org/resource/John_P._Slough","Colonel"
"NM002","Glorieta Pass","CS","William R. Scurry","http://dbpedia.org/resource/William_Read_Scurry","Lieutenant Colonel"
"OH001","Buffington Island","US","Edward H. Hobson","http://dbpedia.org/resource/Edward_H._Hobson","Brigadier General"
"OH001","Buffington Island","CS","John Hunt Morgan","http://dbpedia.org/resource/John_Hunt_Morgan","Brigadier General"
"OH002","Salineville","US","James Shackelford","http://dbpedia.org/resource/James_M._Shackelford","Brigadier General"
"OH002","Salineville","CS","John Hunt Morgan","http://dbpedia.org/resource/John_Hunt_Morgan","Brigadier General"
"OK001","Round Mountain","CS","Douglas H. Cooper","http://dbpedia.org/resource/Douglas_H._Cooper","Colonel"
"OK001","Round Mountain","I","Opothleyahola","http://dbpedia.org/resource/Opothleyahola","Chief"
"OK002","Chusto-Talasah","CS","Douglas H. Cooper","http://dbpedia.org/resource/Douglas_H._Cooper","Colonel"
"OK002","Chusto-Talasah","I","Opothleyahola","http://dbpedia.org/resource/Opothleyahola","Chief"
"OK003","Chustenahlah","CS","James McQueen McIntosh","http://dbpedia.org/resource/James_M._McIntosh","Colonel"
"OK003","Chustenahlah","I","Opothleyahola","http://dbpedia.org/resource/Opothleyahola","Chief"
"OK004","Old Fort Wayne","CS","Douglas H. Cooper","http://dbpedia.org/resource/Douglas_H._Cooper","Colonel"
"OK004","Old Fort Wayne","US","James G. Blunt","http://dbpedia.org/resource/James_G._Blunt","Brigadier General"
"OK005","Middle Boggy Depot","US","Charles Willette","NA","Major"
"OK005","Middle Boggy Depot","CS","John Jumper","NA","Lieutenant Colonel"
"OK006","Cabin Creek","US","James M. Williams","NA","Colonel"
"OK006","Cabin Creek","CS","Stand Watie","http://dbpedia.org/resource/Stand_Watie","Colonel"
"OK007","Honey Springs","CS","Douglas H. Cooper","http://dbpedia.org/resource/Douglas_H._Cooper","Brigadier General"
"OK007","Honey Springs","US","James G. Blunt","http://dbpedia.org/resource/James_G._Blunt","Major General"
"PA001","Hanover","US","H. Judson Kilpatrick","http://dbpedia.org/resource/Hugh_Judson_Kilpatrick","Brigadier General"
"PA001","Hanover","CS","J.E.B. Stuart","http://dbpedia.org/resource/J.E.B._Stuart","Major General"
"PA002","Gettysburg","US","George G. Meade","http://dbpedia.org/resource/George_Meade","Major General"
"PA002","Gettysburg","CS","Robert E. Lee","http://dbpedia.org/resource/Robert_E._Lee","General"
"SC001","Fort Sumter","CS","P.G.T. Beauregard","http://dbpedia.org/resource/P._G._T._Beauregard","Brigadier General"
"SC001","Fort Sumter","US","Robert Anderson","http://dbpedia.org/resource/Robert_Anderson_(Civil_War)","Major"
"SC002","Secessionville","US","Henry Benham","http://dbpedia.org/resource/Henry_Washington_Benham","Brigadier General"
"SC002","Secessionville","CS","Nathan Evans","http://dbpedia.org/resource/Nathan_George_Evans","Brigadier General"
"SC003","Simmons Bluff","US","A.C. Rhind","http://dbpedia.org/resource/A._C._Rhind","Lieutenant"
"SC003","Simmons Bluff","CS","James McCullough","NA","Colonel"
"SC004","Charleston Harbor","CS","P.G.T. Beauregard","http://dbpedia.org/resource/P._G._T._Beauregard","General"
"SC004","Charleston Harbor","US","S.F. Du Pont","http://dbpedia.org/resource/Samuel_Francis_Du_Pont","Rear Admiral"
"SC005","Fort Wagner","CS","P.G.T. Beauregard","http://dbpedia.org/resource/P._G._T._Beauregard","General"
"SC005","Fort Wagner","US","Qunicy Gillmore","http://dbpedia.org/resource/Quincy_Adams_Gillmore","Brigadier General"
"SC006","Grimballs Landing","US","Alfred H. Terry","http://dbpedia.org/resource/Alfred_Terry","Brigadier General"
"SC006","Grimballs Landing","CS","Johnson Hagood","http://dbpedia.org/resource/Johnson_Hagood_(governor)","Brigadier General"
"SC007","Fort Wagner/Morris Island","CS","P.G.T. Beauregard","http://dbpedia.org/resource/P._G._T._Beauregard","General"
"SC007","Fort Wagner/Morris Island","US","Quincy Gillmore","http://dbpedia.org/resource/Quincy_Adams_Gillmore","Major General"
"SC008","Fort Sumter","CS","P.G.T. Beauregard","http://dbpedia.org/resource/P._G._T._Beauregard","General"
"SC008","Fort Sumter","US","Quincy Gillmore","http://dbpedia.org/resource/Quincy_Adams_Gillmore","Major General"
"SC009","Charleston Harbor","CS","P.G.T. Beauregard","http://dbpedia.org/resource/P._G._T._Beauregard","General"
"SC009","Charleston Harbor","US","Quincy Gillmore","http://dbpedia.org/resource/Quincy_Adams_Gillmore","Major General"
"SC010","Honey Hill","CS","Charles Colcock","NA","Colonel"
"SC010","Honey Hill","US","John Hatch","http://dbpedia.org/resource/John_Porter_Hatch","Major General"
"SC011","Rivers Bridge","US","Francis P. Blair","http://dbpedia.org/resource/Francis_Preston_Blair,_Jr.","Major General"
"SC011","Rivers Bridge","CS","Lafayette McLaws","http://dbpedia.org/resource/Lafayette_McLaws","Major General"
"TN001","Fort Henry","US","Andrew H. Foote","http://dbpedia.org/resource/Andrew_Hull_Foote","Flag Officer"
"TN001","Fort Henry","CS","Lloyd Tilghman","http://dbpedia.org/resource/Lloyd_Tilghman","Brigadier General"
"TN001","Fort Henry","US","Ulysses S. Grant","http://dbpedia.org/resource/Ulysses_S._Grant","Brigadier General"
"TN002","Fort Donelson","US","Andrew H. Foote","http://dbpedia.org/resource/Andrew_Hull_Foote","Flag Officer"
"TN002","Fort Donelson","CS","Gideon J. Pillow","http://dbpedia.org/resource/Gideon_Johnson_Pillow","Brigadier General"
"TN002","Fort Donelson","CS","John Floyd","http://dbpedia.org/resource/John_B._Floyd","Brigadier General"
"TN002","Fort Donelson","CS","Simon B. Buckner","http://dbpedia.org/resource/Simon_Bolivar_Buckner","Brigadier General"
"TN002","Fort Donelson","US","Ulysses S. Grant","http://dbpedia.org/resource/Ulysses_S._Grant","Brigadier General"
"TN003","Shiloh","CS","Albert Sidney Johnston","http://dbpedia.org/resource/Albert_Sidney_Johnston","General"
"TN003","Shiloh","US","Don Carlos Buell","http://dbpedia.org/resource/Don_Carlos_Buell","Major General"
"TN003","Shiloh","CS","P.G.T. Beauregard","http://dbpedia.org/resource/P._G._T._Beauregard","General"
"TN003","Shiloh","US","Ulysses S. Grant","http://dbpedia.org/resource/Ulysses_S._Grant","Major General"
"TN004","Memphis","US","Charles Ellet","http://dbpedia.org/resource/Charles_Ellet,_Jr.","Colonel"
"TN004","Memphis","US","Charles H. Davis","http://dbpedia.org/resource/Charles_Henry_Davis","Flag Officer"
"TN004","Memphis","CS","James E. Montgomery","NA","Captain (Naval)"
"TN004","Memphis","CS","M. Jeff Thompson","http://dbpedia.org/resource/M._Jeff_Thompson","Brigadier General"
"TN005","Chattanooga","CS","E. Kirby Smith","http://dbpedia.org/resource/Edmund_Kirby_Smith","Major General"
"TN005","Chattanooga","US","James Negley","http://dbpedia.org/resource/James_S._Negley","Brigadier General"
"TN006","Murfreesboro","CS","Nathan Bedford Forrest","http://dbpedia.org/resource/Nathan_Bedford_Forrest","Brigadier General"
"TN006","Murfreesboro","US","Thomas T. Crittenden","http://dbpedia.org/resource/Thomas_Turpin_Crittenden","Brigadier General"
"TN007","Hatchies Bridge","CS","Earl Van Dorn","http://dbpedia.org/resource/Earl_Van_Dorn","Major General"
"TN007","Hatchies Bridge","US","Edward O.C. Ord","http://dbpedia.org/resource/Edward_Ord","Major General"
"TN007","Hatchies Bridge","US","Stephen A. Hurlbut","http://dbpedia.org/resource/Stephen_A._Hurlbut","Major General"
"TN008","Hartsville","US","Absalom B. Moore","NA","Colonel"
"TN008","Hartsville","CS","John Hunt Morgan","http://dbpedia.org/resource/John_Hunt_Morgan","Brigadier General"
"TN009","Jackson","US","Adolph Englemann","NA","Colonel"
"TN009","Jackson","CS","Nathan Bedford Forrest","http://dbpedia.org/resource/Nathan_Bedford_Forrest","Brigadier General"
"TN010","Stones River","CS","Braxton Bragg","http://dbpedia.org/resource/Braxton_Bragg","General"
"TN010","Stones River","US","William S. Rosecrans","http://dbpedia.org/resource/William_Rosecrans","Major General"
"TN011","Parkers Cross Roads","US","Jeremiah C. Sullivan","http://dbpedia.org/resource/Jeremiah_C._Sullivan","Brigadier General"
"TN011","Parkers Cross Roads","CS","Nathan Bedford Forrest","http://dbpedia.org/resource/Nathan_Bedford_Forrest","Brigadier General"
"TN012","Dover","US","A.C. Harding","http://dbpedia.org/resource/Abner_C._Harding","Colonel"
"TN012","Dover","CS","Joseph Wheeler","http://dbpedia.org/resource/Joseph_Wheeler","Major General"
"TN013","Thompsons Station","CS","Earl Van Dorn","http://dbpedia.org/resource/Earl_Van_Dorn","Major General"
"TN013","Thompsons Station","US","John Coburn","http://dbpedia.org/resource/John_Coburn_(politician)","Colonel"
"TN014","Vaughts Hill","US","Albert S. Hall","NA","Colonel"
"TN014","Vaughts Hill","CS","John Hunt Morgan","http://dbpedia.org/resource/John_Hunt_Morgan","Brigadier General"
"TN015","Brentwood","US","Edward Bloodgood","NA","Lieutenant Colonel"
"TN015","Brentwood","CS","Nathan Bedford Forrest","http://dbpedia.org/resource/Nathan_Bedford_Forrest","Brigadier General"
"TN016","Franklin","CS","Earl Van Dorn","http://dbpedia.org/resource/Earl_Van_Dorn","Major General"
"TN016","Franklin","US","Gordon Granger","http://dbpedia.org/resource/Gordon_Granger","Major General"
"TN017","Hoovers Gap","CS","Alexander P. Stewart","http://dbpedia.org/resource/Alexander_P._Stewart","Major General"
"TN017","Hoovers Gap","US","George H. Thomas","http://dbpedia.org/resource/George_Henry_Thomas","Major General"
"TN018","Chattanooga","US","John T. Wilder","http://dbpedia.org/resource/John_T._Wilder","Colonel"
"TN019","Blountsville","CS","James E. Carter","NA","Colonel"
"TN019","Blountsville","US","John W. Foster","http://dbpedia.org/resource/John_W._Foster","Colonel"
"TN020","Blue Springs","US","Ambrose E. Burnside","http://dbpedia.org/resource/Ambrose_Burnside","Major General"
"TN020","Blue Springs","CS","John S. Williams","http://dbpedia.org/resource/John_Stuart_Williams","Brigadier General"
"TN021","Wauhatchie","US","Joseph Hooker","http://dbpedia.org/resource/Joseph_Hooker","Major General"
"TN021","Wauhatchie","CS","Micah Jenkins","http://dbpedia.org/resource/Micah_Jenkins","Brigadier General"
"TN022","Collierville","US","Edward Hatch","http://dbpedia.org/resource/Edward_Hatch","Colonel"
"TN022","Collierville","CS","James R. Chalmers","http://dbpedia.org/resource/James_Ronald_Chalmers","Brigadier General"
"TN023","Campbells Station","US","Ambrose E. Burnside","http://dbpedia.org/resource/Ambrose_Burnside","Major General"
"TN023","Campbells Station","CS","James Longstreet","http://dbpedia.org/resource/James_Longstreet","Lieutenant General"
"TN024","Chattanooga","CS","Braxton Bragg","http://dbpedia.org/resource/Braxton_Bragg","General"
"TN024","Chattanooga","CS","Braxton Bragg","http://dbpedia.org/resource/Braxton_Bragg","General"
"TN024","Chattanooga","US","Ulysses S. Grant","http://dbpedia.org/resource/Ulysses_S._Grant","Major General"
"TN024","Chattanooga","US","Ulysses S. Grant","http://dbpedia.org/resource/Ulysses_S._Grant","Major General"
"TN025","Fort Sanders","US","Ambrose E. Burnside","http://dbpedia.org/resource/Ambrose_Burnside","Major General"
"TN025","Fort Sanders","CS","James Longstreet","http://dbpedia.org/resource/James_Longstreet","Lieutenant General"
"TN026","Beans Station","CS","James Longstreet","http://dbpedia.org/resource/James_Longstreet","Lieutenant General"
"TN026","Beans Station","US","James Shackelford","http://dbpedia.org/resource/James_M._Shackelford","Brigadier General"
"TN027","Mossy Creek","US","Samuel D. Sturgis","http://dbpedia.org/resource/Samuel_D._Sturgis","Brigadier General"
"TN027","Mossy Creek","CS","William T. Martin","http://dbpedia.org/resource/William_T._Martin","Major General"
"TN028","Dandridge","CS","James Longstreet","http://dbpedia.org/resource/James_Longstreet","Lieutenant General"
"TN028","Dandridge","US","Samuel D. Sturgis","http://dbpedia.org/resource/Samuel_D._Sturgis","Brigadier General"
"TN029","Fair Garden","US","Edward M. McCook","http://dbpedia.org/resource/Edward_M._McCook","Colonel"
"TN029","Fair Garden","US","Samuel D. Sturgis","http://dbpedia.org/resource/Samuel_D._Sturgis","Brigadier General"
"TN029","Fair Garden","CS","William T. Martin","http://dbpedia.org/resource/William_T._Martin","Major General"
"TN030","Fort Pillow","US","Lionel F. Booth","http://dbpedia.org/resource/Lionel_F._Booth","Major"
"TN030","Fort Pillow","CS","Nathan Bedford Forrest","http://dbpedia.org/resource/Nathan_Bedford_Forrest","Major General"
"TN030","Fort Pillow","US","William F. Bradford","NA","Major"
"TN031","Memphis","US","C.C. Washburn","http://dbpedia.org/resource/Cadwallader_C._Washburn","Major General"
"TN031","Memphis","CS","Nathan Bedford Forrest","http://dbpedia.org/resource/Nathan_Bedford_Forrest","Brigadier General"
"TN032","Johnsonville","US","C.R. Thompson","NA","Colonel"
"TN032","Johnsonville","US","Edward M. King","NA","Lieutenant Commander"
"TN032","Johnsonville","CS","Nathan Bedford Forrest","http://dbpedia.org/resource/Nathan_Bedford_Forrest","Major General"
"TN033","Bulls Gap","US","Alvan C. Gillem","http://en.wikipedia.org/wiki/Alvan_C._Gillem","Brigadier General"
"TN033","Bulls Gap","CS","John C. Breckinridge","http://dbpedia.org/resource/John_C._Breckinridge","Major General"
"TN034","Columbia","CS","John Bell Hood","http://dbpedia.org/resource/John_Bell_Hood","General"
"TN034","Columbia","US","John M. Schofield","http://dbpedia.org/resource/John_Schofield","Major General"
"TN035","Spring Hill","CS","John Bell Hood","http://dbpedia.org/resource/John_Bell_Hood","General"
"TN035","Spring Hill","US","John M. Schofield","http://dbpedia.org/resource/John_Schofield","Major General"
"TN036","Franklin","CS","John Bell Hood","http://dbpedia.org/resource/John_Bell_Hood","General"
"TN036","Franklin","US","John M. Schofield","http://dbpedia.org/resource/John_Schofield","Major General"
"TN037","Murfreesboro","US","Lovell H. Rousseau","http://dbpedia.org/resource/Lovell_Rousseau","Major General"
